super_opeid,name,cohort,type,tier,iclevel,state,count,access,success,mobility
3869,Mount Mary University,1981,Private Non-profit,Selective private,Four-year,WI,88,6.8776765,.58115762,.039970141
3869,Mount Mary University,1982,Private Non-profit,Selective private,Four-year,WI,84,11.728849,17.565334,2.0602114
3869,Mount Mary University,1983,Private Non-profit,Selective private,Four-year,WI,98,10.255606,8.8477993,.90739548
3869,Mount Mary University,1984,Private Non-profit,Selective private,Four-year,WI,108,5.6740894,16.75605,.95075333
3869,Mount Mary University,1985,Private Non-profit,Selective private,Four-year,WI,133,13.673212,4.9017463,.67022616
3869,Mount Mary University,1986,Private Non-profit,Selective private,Four-year,WI,136,19.156618,16.05513,3.0756202
3869,Mount Mary University,1987,Private Non-profit,Selective private,Four-year,WI,116,12.782687,34.073326,4.3554864
3869,Mount Mary University,1988,Private Non-profit,Selective private,Four-year,WI,129,13.93058,6.17905,.8607775
3869,Mount Mary University,1989,Private Non-profit,Selective private,Four-year,WI,138,15.740572,14.299248,2.2507834
3869,Mount Mary University,1990,Private Non-profit,Selective private,Four-year,WI,157,13.490099,23.073936,3.1126969
3869,Mount Mary University,1991,Private Non-profit,Selective private,Four-year,WI,143,20.01503,9.6487265,1.9311954
1880,Mount Mercy University,1980,Private Non-profit,Selective private,Four-year,IA,,,,
1880,Mount Mercy University,1981,Private Non-profit,Selective private,Four-year,IA,,,,
1880,Mount Mercy University,1982,Private Non-profit,Selective private,Four-year,IA,,,,
1880,Mount Mercy University,1983,Private Non-profit,Selective private,Four-year,IA,147,5.3137355,22.224943,1.1809747
1880,Mount Mercy University,1984,Private Non-profit,Selective private,Four-year,IA,158,4.7260203,37.171764,1.7567452
1880,Mount Mercy University,1985,Private Non-profit,Selective private,Four-year,IA,181,6.0340757,18.513891,1.1171422
1880,Mount Mercy University,1986,Private Non-profit,Selective private,Four-year,IA,180,3.1313398,0,0
1880,Mount Mercy University,1987,Private Non-profit,Selective private,Four-year,IA,171,5.1107845,45.510204,2.3259287
1880,Mount Mercy University,1988,Private Non-profit,Selective private,Four-year,IA,151,3.3248484,39.345543,1.3081795
1880,Mount Mercy University,1989,Private Non-profit,Selective private,Four-year,IA,181,3.5355463,65.933693,2.3311162
1880,Mount Mercy University,1990,Private Non-profit,Selective private,Four-year,IA,179,5.4435067,28.937504,1.575215
1880,Mount Mercy University,1991,Private Non-profit,Selective private,Four-year,IA,120,3.6868975,90.346161,3.3309703
2778,Mount Saint Mary College,1980,Private Non-profit,Selective private,Four-year,NY,,,,
2778,Mount Saint Mary College,1981,Private Non-profit,Selective private,Four-year,NY,,,,
2778,Mount Saint Mary College,1982,Private Non-profit,Selective private,Four-year,NY,245,5.6675463,43.159367,2.4460771
2778,Mount Saint Mary College,1983,Private Non-profit,Selective private,Four-year,NY,306,10.047744,38.864059,3.9049611
2778,Mount Saint Mary College,1984,Private Non-profit,Selective private,Four-year,NY,284,7.2049179,37.984661,2.7367635
2778,Mount Saint Mary College,1985,Private Non-profit,Selective private,Four-year,NY,315,6.9765,44.855553,3.1293478
2778,Mount Saint Mary College,1986,Private Non-profit,Selective private,Four-year,NY,327,6.1346898,25.612766,1.5712638
2778,Mount Saint Mary College,1987,Private Non-profit,Selective private,Four-year,NY,308,4.6954803,12.291774,.57715786
2778,Mount Saint Mary College,1988,Private Non-profit,Selective private,Four-year,NY,303,5.000483,46.508263,2.3256378
2778,Mount Saint Mary College,1989,Private Non-profit,Selective private,Four-year,NY,337,4.5522814,25.418674,1.1571295
2778,Mount Saint Mary College,1990,Private Non-profit,Selective private,Four-year,NY,373,5.2052059,45.131981,2.3492126
2778,Mount Saint Mary College,1991,Private Non-profit,Selective private,Four-year,NY,386,3.7739136,20.512787,.77413481
2086,Mount Saint Mary's University,1980,Private Non-profit,Selective private,Four-year,MD,,,,
2086,Mount Saint Mary's University,1981,Private Non-profit,Selective private,Four-year,MD,,,,
2086,Mount Saint Mary's University,1982,Private Non-profit,Selective private,Four-year,MD,,,,
2086,Mount Saint Mary's University,1983,Private Non-profit,Selective private,Four-year,MD,286,2.697252,25.077868,.67641324
2086,Mount Saint Mary's University,1984,Private Non-profit,Selective private,Four-year,MD,317,3.0136645,41.100456,1.2386298
2086,Mount Saint Mary's University,1985,Private Non-profit,Selective private,Four-year,MD,333,4.0916095,58.386219,2.3889358
2086,Mount Saint Mary's University,1986,Private Non-profit,Selective private,Four-year,MD,340,2.318099,37.231323,.86305898
2086,Mount Saint Mary's University,1987,Private Non-profit,Selective private,Four-year,MD,385,2.7091346,78.785103,2.1343944
2086,Mount Saint Mary's University,1988,Private Non-profit,Selective private,Four-year,MD,339,2.8739974,52.699394,1.5145792
2086,Mount Saint Mary's University,1989,Private Non-profit,Selective private,Four-year,MD,366,2.2477956,73.890945,1.6609173
2086,Mount Saint Mary's University,1990,Private Non-profit,Selective private,Four-year,MD,335,2.0748949,6.968998,.14459939
2086,Mount Saint Mary's University,1991,Private Non-profit,Selective private,Four-year,MD,367,2.2859302,13.659294,.31224191
1245,Mount San Antonio College,1980,Public,Two-year (public and private not-for-profit),Two-year,CA,4604,16.837437,17.846684,3.0049241
1245,Mount San Antonio College,1981,Public,Two-year (public and private not-for-profit),Two-year,CA,4679,17.128744,17.287184,2.9610777
1245,Mount San Antonio College,1982,Public,Two-year (public and private not-for-profit),Two-year,CA,4697,16.129395,17.944963,2.8944139
1245,Mount San Antonio College,1983,Public,Two-year (public and private not-for-profit),Two-year,CA,4291,16.167624,17.659218,2.8550761
1245,Mount San Antonio College,1984,Public,Two-year (public and private not-for-profit),Two-year,CA,4115,16.728798,15.547781,2.6009567
1245,Mount San Antonio College,1985,Public,Two-year (public and private not-for-profit),Two-year,CA,4214,15.6668,16.334,2.5590148
1245,Mount San Antonio College,1986,Public,Two-year (public and private not-for-profit),Two-year,CA,4064,16.13695,12.888318,2.0797815
1245,Mount San Antonio College,1987,Public,Two-year (public and private not-for-profit),Two-year,CA,4151,14.303555,13.010851,1.861014
1245,Mount San Antonio College,1988,Public,Two-year (public and private not-for-profit),Two-year,CA,4531,13.590838,11.370375,1.5453291
1245,Mount San Antonio College,1989,Public,Two-year (public and private not-for-profit),Two-year,CA,4514,13.931675,9.9621735,1.3878977
1245,Mount San Antonio College,1990,Public,Two-year (public and private not-for-profit),Two-year,CA,4695,14.928493,13.0404,1.9467351
1245,Mount San Antonio College,1991,Public,Two-year (public and private not-for-profit),Two-year,CA,4312,14.537997,11.550431,1.6792016
1243,Mount St. Mary's College,1980,Private Non-profit,Selective private,Four-year,CA,220,25.103441,27.646748,6.9402852
1243,Mount St. Mary's College,1981,Private Non-profit,Selective private,Four-year,CA,215,19.161686,34.402061,6.5920153
1243,Mount St. Mary's College,1982,Private Non-profit,Selective private,Four-year,CA,232,19.45558,29.152225,5.6717343
1243,Mount St. Mary's College,1983,Private Non-profit,Selective private,Four-year,CA,256,16.61178,31.345043,5.2069697
1243,Mount St. Mary's College,1984,Private Non-profit,Selective private,Four-year,CA,255,19.593773,26.27895,5.1490374
1243,Mount St. Mary's College,1985,Private Non-profit,Selective private,Four-year,CA,269,19.518209,21.930527,4.2804465
1243,Mount St. Mary's College,1986,Private Non-profit,Selective private,Four-year,CA,273,16.151485,20.836935,3.3654745
1243,Mount St. Mary's College,1987,Private Non-profit,Selective private,Four-year,CA,251,15.239735,34.02663,5.1855683
1243,Mount St. Mary's College,1988,Private Non-profit,Selective private,Four-year,CA,286,15.604372,37.072556,5.7849393
1243,Mount St. Mary's College,1989,Private Non-profit,Selective private,Four-year,CA,278,14.454659,39.758736,5.7469893
1243,Mount St. Mary's College,1990,Private Non-profit,Selective private,Four-year,CA,310,15.373739,39.90173,6.1343884
1243,Mount St. Mary's College,1991,Private Non-profit,Selective private,Four-year,CA,340,14.699382,22.011324,3.2355287
7085,Mount Vernon Nazarene University,1980,Private Non-profit,Selective private,Four-year,OH,329,5.1705132,22.474535,1.1620488
7085,Mount Vernon Nazarene University,1981,Private Non-profit,Selective private,Four-year,OH,374,4.9761782,12.680304,.63099456
7085,Mount Vernon Nazarene University,1982,Private Non-profit,Selective private,Four-year,OH,329,6.3811326,9.9261494,.63340074
7085,Mount Vernon Nazarene University,1983,Private Non-profit,Selective private,Four-year,OH,321,5.8665299,26.430283,1.5505403
7085,Mount Vernon Nazarene University,1984,Private Non-profit,Selective private,Four-year,OH,311,5.8372555,31.771341,1.8545743
7085,Mount Vernon Nazarene University,1985,Private Non-profit,Selective private,Four-year,OH,283,5.45821,20.053633,1.0945693
7085,Mount Vernon Nazarene University,1986,Private Non-profit,Selective private,Four-year,OH,308,5.7803082,12.72635,.73562229
7085,Mount Vernon Nazarene University,1987,Private Non-profit,Selective private,Four-year,OH,362,6.0340619,27.842829,1.6800534
7085,Mount Vernon Nazarene University,1988,Private Non-profit,Selective private,Four-year,OH,311,5.7689438,15.596421,.8997488
7085,Mount Vernon Nazarene University,1989,Private Non-profit,Selective private,Four-year,OH,320,3.6922534,19.860155,.73328727
7085,Mount Vernon Nazarene University,1990,Private Non-profit,Selective private,Four-year,OH,316,5.2721634,18.095654,.95403248
7085,Mount Vernon Nazarene University,1991,Private Non-profit,Selective private,Four-year,OH,274,4.584126,7.039351,.32269272
2172,Mount Wachusett Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,MA,495,10.392822,16.823103,1.7483952
2172,Mount Wachusett Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,MA,491,9.3109379,9.2023716,.85682708
2172,Mount Wachusett Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,MA,513,12.182673,12.696754,1.546804
2172,Mount Wachusett Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,MA,375,12.803976,18.955378,2.427042
2172,Mount Wachusett Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,MA,643,11.942599,9.0101547,1.0760467
2172,Mount Wachusett Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,MA,641,9.297616,13.309789,1.237493
2172,Mount Wachusett Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,MA,650,10.972815,10.812207,1.1864034
2172,Mount Wachusett Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,MA,678,10.628067,14.566721,1.5481609
2172,Mount Wachusett Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,MA,644,10.451068,17.67618,1.8473495
2172,Mount Wachusett Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,MA,765,12.555726,14.960842,1.8784423
2172,Mount Wachusett Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,MA,794,13.057028,18.475857,2.4123979
2172,Mount Wachusett Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,MA,833,14.618456,15.486542,2.2638934
4729,Mount Washington College,1980,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1981,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1982,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1983,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1984,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1985,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1986,Private For-profit,Four-year for-profit,Four-year,NH,,,,
4729,Mount Washington College,1987,Private For-profit,Four-year for-profit,Four-year,NH,632,16.297167,14.631945,2.3845925
4729,Mount Washington College,1988,Private For-profit,Four-year for-profit,Four-year,NH,844,18.362469,10.687503,1.9624895
4729,Mount Washington College,1989,Private For-profit,Four-year for-profit,Four-year,NH,926,15.131444,9.2391033,1.3980098
4729,Mount Washington College,1990,Private For-profit,Four-year for-profit,Four-year,NH,792,18.87385,11.760883,2.2197313
4729,Mount Washington College,1991,Private For-profit,Four-year for-profit,Four-year,NH,587,16.312525,20.150188,3.2870047
9629,Mountain Empire Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,VA,448,26.526304,4.2167625,1.1185513
9629,Mountain Empire Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,VA,400,25.215378,3.6832294,.92874032
9629,Mountain Empire Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,VA,401,28.028055,7.2765007,2.0394619
9629,Mountain Empire Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,VA,350,33.505657,7.1113882,2.3827174
9629,Mountain Empire Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,VA,370,29.006592,6.8411059,1.9843717
9629,Mountain Empire Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,VA,354,27.391308,8.2577028,2.2618928
9629,Mountain Empire Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,VA,352,25.949837,2.7578657,.71566159
9629,Mountain Empire Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,VA,308,27.227255,5.6175361,1.529501
