super_opeid,name,type,tier,iclevel,state,count,access,success,mobility
1481,Florida Atlantic University,Public,Selective public,Four-year,FL,1658.6666,11.623573,26.414555,3.0703149
1482,Florida College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,FL,147,5.4100056,18.62764,1.0077564
30086,Florida College Of Natural Health,Private For-profit,Two-year for-profit,Two-year,FL,100,18.32387,0,0
1501,Florida Gateway College,Public,Nonselective four-year public,Four-year,FL,422.33334,19.436831,8.554019,1.6626302
32553,Florida Gulf Coast University,Public,Selective public,Four-year,FL,405.33334,8.4213448,22.297192,1.8777235
1469,Florida Institute Of Technology,Private Non-profit,Selective private,Four-year,FL,327,7.329957,51.16753,3.7505581
9635,Florida International University,Public,Selective public,Four-year,FL,2864.5,15.013785,34.801067,5.2249579
1486,Florida Memorial University,Private Non-profit,Selective private,Four-year,FL,256,31.662733,7.9887137,2.5294452
1488,Florida Southern College,Private Non-profit,Selective private,Four-year,FL,404.33334,7.735744,24.092615,1.8637429
1484,Florida State College At Jacksonville,Public,Nonselective four-year public,Four-year,FL,3479.6667,13.90433,11.22481,1.5607346
1489,Florida State University,Public,Selective public,Four-year,FL,5337,6.3315511,34.1931,2.1649535
22187,Florida Technical College,Private For-profit,Four-year for-profit,Four-year,FL,112,30.391607,5.8306265,1.7720212
2464,Fontbonne University,Private Non-profit,Selective private,Four-year,MO,164.5,5.2423754,17.199072,.90163994
19,Foothill-Deanza Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,4000.6667,12.964211,19.676554,2.55091
2722,Fordham University,Private Non-profit,Highly selective private,Four-year,NY,1394.6666,7.6365905,52.093887,3.9781969
5317,Forsyth Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,953.33331,14.158376,3.7457016,.53033054
1915,Fort Hays State University,Public,Selective public,Four-year,KS,886,7.2559156,18.722492,1.3584882
1353,Fort Lewis College,Public,Selective public,Four-year,CO,837,7.3559599,11.58944,.85251462
58,Fort Myers Institute Of Technology And Cape Coral Institute Of Technology,Public,Two-year (public and private not-for-profit),Two-year,FL,96,23.465466,5.2537737,1.2328224
1916,Fort Scott Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,372.33334,17.471701,6.9591112,1.215875
1566,Fort Valley State University,Public,Selective public,Four-year,GA,381,23.70738,11.927225,2.8276327
34244,"Fortis College of Houston, TX",Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,69.5,41.854,9.7010193,4.0602646
22455,"Fortis College of Largo, FL",Private For-profit,Four-year for-profit,Four-year,FL,93.5,40.457523,1.0572653,.42774332
23427,"Fortis College of Richmond, VA",Private For-profit,Two-year for-profit,Two-year,VA,51.666668,22.952993,.56526601,.12974547
23263,"Fortis Institute of Palm Springs, FL",Private For-profit,Two-year for-profit,Two-year,FL,128,36.170395,4.138238,1.496817
25228,Fox College,Private For-profit,Two-year for-profit,Two-year,IL,79,12.217591,16.763775,2.0481298
9744,Fox Valley Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,1651,6.3338027,9.1698923,.58080286
9226,Francis Marion University,Public,Selective public,Four-year,SC,523.33331,14.397457,10.033164,1.4445205
22227,Francis Tuttle Technology Center School District No. 21,Public,Less than two-year schools of any type,Less than Two-year,OK,203.33333,16.4041,5.2623305,.86323804
3036,Franciscan University Of Steubenville,Private Non-profit,Selective private,Four-year,OH,357.66666,3.6558275,17.000711,.62151664
3265,Franklin & Marshall College,Private Non-profit,Other elite schools (public and private),Four-year,PA,414.66666,2.2225802,56.465912,1.2550002
33283,Franklin Career Institute,Private Non-profit,Less than two-year schools of any type,Less than Two-year,NY,60,49.979462,4.3059802,2.1521056
1798,Franklin College Of Indiana,Private Non-profit,Selective private,Four-year,IN,251.66667,4.8893747,23.814196,1.1643652
2575,Franklin Pierce University,Private Non-profit,Selective private,Four-year,NH,418,7.7550321,17.066034,1.3234766
3046,Franklin University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,OH,125,13.459418,25.74876,3.4656334
2071,Frederick Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,703,5.0378709,16.928591,.8528406
3492,Freed Hardeman University,Private Non-profit,Selective private,Four-year,TN,306.66666,6.5569625,22.027744,1.444351
1253,Fresno Pacific University,Private Non-profit,Selective private,Four-year,CA,160.66667,10.072253,36.892948,3.7159514
1918,Friends University,Private Non-profit,Selective private,Four-year,KS,197.33333,6.5962033,14.770442,.9742884
23621,Full Sail University,Private For-profit,Four-year for-profit,Four-year,FL,822.66669,10.621342,13.799018,1.4656409
3434,Furman University,Private Non-profit,Highly selective private,Four-year,SC,638,2.213264,31.265175,.6919809
1017,Gadsden State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,819.33331,21.807285,8.9989376,1.962424
1443,Gallaudet University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,DC,125.33334,13.185443,4.3277984,.57063937
4972,Galveston College,Public,Two-year (public and private not-for-profit),Two-year,TX,234,25.652569,10.064665,2.5818453
3266,Gannon University,Private Non-profit,Selective private,Four-year,PA,493.66666,6.8104057,21.148836,1.4403216
1919,Garden City Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,438.66666,14.519116,8.8346481,1.2827128
2929,Gardner - Webb University,Private Non-profit,Selective private,Four-year,NC,308,6.9825211,17.472338,1.2200096
10014,Garrett College,Public,Two-year (public and private not-for-profit),Two-year,MD,154,18.811121,10.533329,1.9814374
2973,Gaston College,Public,Two-year (public and private not-for-profit),Two-year,NC,723.66669,14.346779,3.9802148,.57103264
8037,Gateway Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,686,13.45737,9.0031214,1.2115834
5389,Gateway Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,1012.3333,11.707708,5.8780737,.68818772
1202,Gavilan College,Public,Two-year (public and private not-for-profit),Two-year,CA,588.66669,11.510088,15.418596,1.774694
22033,Gene Juarez Beauty Schools,Private For-profit,Less than two-year schools of any type,Less than Two-year,WA,138.33333,9.2716484,10.652435,.9876563
6782,Genesee Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,775,13.002007,10.573786,1.3748044
3267,Geneva College,Private Non-profit,Selective private,Four-year,PA,320,5.9030666,20.346455,1.2010647
1018,George C. Wallace Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,655,22.807444,8.0396509,1.8336389
7871,George C. Wallace State Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,923,14.693485,12.103301,1.7783967
3194,George Fox University,Private Non-profit,Selective private,Four-year,OR,296.33334,4.4805584,26.036009,1.1665585
3749,George Mason University,Public,Selective public,Four-year,VA,2159.3333,6.1455531,50.281109,3.0900524
1444,George Washington University,Private Non-profit,Other elite schools (public and private),Four-year,DC,2117.6667,5.104156,42.251812,2.1565983
1964,Georgetown College,Private Non-profit,Selective private,Four-year,KY,292,5.1683106,28.311861,1.4632449
1445,Georgetown University,Private Non-profit,Other elite schools (public and private),Four-year,DC,1480,3.1886191,61.020271,1.945704
1602,Georgia College & State University,Public,Selective public,Four-year,GA,752.66669,6.1524744,18.521915,1.1395563
9507,Georgia Highlands College,Public,Two-year (public and private not-for-profit),Two-year,GA,516.33331,8.2583113,17.863466,1.4752207
1569,Georgia Institute Of Technology,Public,Highly selective public,Four-year,GA,2185.3333,3.2330997,57.458832,1.8577013
1571,Georgia Military College,Public,Two-year (public and private not-for-profit),Two-year,GA,961.33331,16.684824,10.922311,1.8223684
1562,Georgia Perimeter College,Public,Two-year (public and private not-for-profit),Two-year,GA,2563,13.379997,11.757546,1.5731593
5622,Georgia Piedmont Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,469.33334,22.605265,7.6797962,1.7360382
1572,Georgia Southern University,Public,Selective public,Four-year,GA,2591.6667,8.6741524,19.402908,1.6830379
1573,Georgia Southwestern State University,Public,Selective public,Four-year,GA,268,12.420161,15.265645,1.8960178
1574,Georgia State University,Public,Selective public,Four-year,GA,2384.3333,9.3061905,22.334484,2.0784898
2608,Georgian Court University,Private Non-profit,Selective private,Four-year,NJ,152.33333,9.3659353,22.464931,2.1040511
8660,Germanna Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,686,7.3035679,13.523801,.98771995
3268,Gettysburg College,Private Non-profit,Highly selective private,Four-year,PA,573.33331,1.8628128,43.804008,.81598663
23385,Glendale Career College,Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,172,38.327797,8.3514147,3.2009132
1203,Glendale Community College,Public,Two-year (public and private not-for-profit),Two-year,CA,1437,32.359211,21.885973,7.0821285
3813,Glenville State College,Public,Selective public,Four-year,WV,284.66666,17.755177,7.7785506,1.3810954
4642,Globe University,Private For-profit,Four-year for-profit,Four-year,MN,139,9.0564775,8.637023,.78221011
2264,Gogebic Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,153,13.049451,6.5787687,.85849315
1429,Goldey-Beacom College,Private Non-profit,Selective private,Four-year,DE,109.5,8.8888006,9.1482143,.8131665
3778,Gonzaga University,Private Non-profit,Highly selective private,Four-year,WA,684,2.6983922,29.727905,.8021754
2153,Gordon College,Private Non-profit,Selective private,Four-year,MA,398.66666,4.5012007,13.238475,.59589028
1575,Gordon State College,Public,Nonselective four-year public,Four-year,GA,839.33331,8.7740402,11.151362,.97842503
1799,Goshen College,Private Non-profit,Selective private,Four-year,IN,168.33333,4.6340952,23.420441,1.0853255
2073,Goucher College,Private Non-profit,Selective private,Four-year,MD,278.33334,6.1656737,35.34494,2.1792538
1800,Grace College And Theological Seminary,Private Non-profit,Selective private,Four-year,IN,224.33333,6.7531691,24.167542,1.6320751
1866,Graceland University,Private Non-profit,Selective private,Four-year,IA,170.5,10.816111,19.241962,2.0812321
2006,Grambling State University,Public,Selective public,Four-year,LA,815.66669,34.357506,13.437594,4.6168222
1074,Grand Canyon University,Private For-profit,Four-year for-profit,Four-year,AZ,115,6.0822115,14.211413,.8643682
2267,Grand Rapids Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,2799,7.1229243,8.549943,.60900593
2268,Grand Valley State University,Public,Selective public,Four-year,MI,2709.3333,3.3914096,23.312944,.79063743
1867,Grand View University,Private Non-profit,Selective private,Four-year,IA,163.66667,7.8206644,19.24337,1.5049595
3779,Grays Harbor College,Public,Two-year (public and private not-for-profit),Two-year,WA,294.66666,17.846781,11.08004,1.9774305
3570,Grayson  County College,Public,Two-year (public and private not-for-profit),Two-year,TX,535.66669,14.582406,12.163906,1.7737901
6977,Great Basin College,Public,Nonselective four-year public,Four-year,NV,246.66667,11.967289,18.140442,2.1709192
9314,Great Falls College Montana State University,Public,Two-year (public and private not-for-profit),Two-year,MT,204.66667,21.464956,6.4544916,1.3854538
3687,Green Mountain College,Private Non-profit,Selective private,Four-year,VT,155.66667,8.5614157,18.326477,1.5690058
3780,Green River Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,1236,6.1002645,20.016491,1.2210588
2169,Greenfield Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,363.66666,12.194675,6.9786506,.85102373
2930,Greensboro College,Private Non-profit,Selective private,Four-year,NC,157.66667,5.5818896,10.560632,.58948284
1684,Greenville College,Private Non-profit,Selective private,Four-year,IL,199,5.8752799,24.956877,1.4662864
3991,Greenville Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,1966,14.796117,8.2589388,1.2220023
1868,Grinnell College,Private Non-profit,Highly selective private,Four-year,IA,311,3.5332448,41.188454,1.4552889
203,Grossmont-Cuyamaca Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,3461,11.397042,16.396694,1.8687381
2931,Guilford College,Private Non-profit,Selective private,Four-year,NC,243,4.1673346,20.236183,.8433094
4838,Guilford Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1477,15.506712,4.138679,.64177305
1490,Gulf Coast State College,Public,Nonselective four-year public,Four-year,FL,887.66669,18.489557,9.8240528,1.816424
2353,Gustavus Adolphus College,Private Non-profit,Highly selective private,Four-year,MN,605.66669,2.1438348,31.143436,.66766387
22884,Gwinnett Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,608.66669,7.6562872,8.9102821,.6821968
3270,Gwynedd Mercy University,Private Non-profit,Selective private,Four-year,PA,187.33333,5.6664505,24.284927,1.3760934
5734,H. Councill Trenholm State Technical College,Public,Two-year (public and private not-for-profit),Two-year,AL,194.5,33.179058,9.6935377,3.2162244
2074,Hagerstown Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,550,8.9148836,13.096671,1.1675529
7986,Halifax Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,238,38.912918,4.0131855,1.5616477
