super_opeid,name,type,tier,iclevel,state,parq,success_by_q,percent
5488,Capital Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,LA,2,16.327614,23.137125
5488,Capital Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,LA,3,24.450575,20.995346
5488,Capital Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,LA,4,29.41309,18.678513
5488,Capital Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,LA,5,32.06654,8.9075546
7635,Capital Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,1,10.522533,24.232807
7635,Capital Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,2,12.065312,25.578461
7635,Capital Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,3,18.306524,21.313944
7635,Capital Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,4,20.533161,17.853197
7635,Capital Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,5,26.720152,11.021597
3023,Capital University,Private Non-profit,Selective private,Four-year,OH,1,15.255289,5.9900703
3023,Capital University,Private Non-profit,Selective private,Four-year,OH,2,22.053083,12.165916
3023,Capital University,Private Non-profit,Selective private,Four-year,OH,3,29.978359,23.186504
3023,Capital University,Private Non-profit,Selective private,Four-year,OH,4,35.844765,31.657331
3023,Capital University,Private Non-profit,Selective private,Four-year,OH,5,37.655144,27.000179
112,Capri Institute Of Hair Design,Private For-profit,Less than two-year schools of any type,Less than Two-year,NJ,1,0,13.678579
112,Capri Institute Of Hair Design,Private For-profit,Less than two-year schools of any type,Less than Two-year,NJ,2,8.8903999,15.935076
112,Capri Institute Of Hair Design,Private For-profit,Less than two-year schools of any type,Less than Two-year,NJ,3,7.4209452,21.548185
112,Capri Institute Of Hair Design,Private For-profit,Less than two-year schools of any type,Less than Two-year,NJ,4,7.6738095,25.929794
112,Capri Institute Of Hair Design,Private For-profit,Less than two-year schools of any type,Less than Two-year,NJ,5,11.401268,22.908379
3837,Cardinal Stritch University,Private Non-profit,Selective private,Four-year,WI,1,32.362385,6.0648212
3837,Cardinal Stritch University,Private Non-profit,Selective private,Four-year,WI,2,21.773933,13.707976
3837,Cardinal Stritch University,Private Non-profit,Selective private,Four-year,WI,3,25.745377,18.602102
3837,Cardinal Stritch University,Private Non-profit,Selective private,Four-year,WI,4,26.069515,32.649467
3837,Cardinal Stritch University,Private Non-profit,Selective private,Four-year,WI,5,36.291798,28.975618
3176,Carl Albert State College,Public,Two-year (public and private not-for-profit),Two-year,OK,1,10.290527,24.42392
3176,Carl Albert State College,Public,Two-year (public and private not-for-profit),Two-year,OK,2,13.744394,25.811975
3176,Carl Albert State College,Public,Two-year (public and private not-for-profit),Two-year,OK,3,14.973794,25.155909
3176,Carl Albert State College,Public,Two-year (public and private not-for-profit),Two-year,OK,4,25.792807,19.38452
3176,Carl Albert State College,Public,Two-year (public and private not-for-profit),Two-year,OK,5,18.893005,5.2236791
7265,Carl Sandburg College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,10.848883,13.433078
7265,Carl Sandburg College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,10.909996,20.752579
7265,Carl Sandburg College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,12.587558,31.894571
7265,Carl Sandburg College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,17.922905,25.417316
7265,Carl Sandburg College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,6.533174,8.5024576
2340,Carleton College,Private Non-profit,Other elite schools (public and private),Four-year,MN,1,52.945465,2.5803707
2340,Carleton College,Private Non-profit,Other elite schools (public and private),Four-year,MN,2,41.385864,4.4767046
2340,Carleton College,Private Non-profit,Other elite schools (public and private),Four-year,MN,3,35.966743,10.180618
2340,Carleton College,Private Non-profit,Other elite schools (public and private),Four-year,MN,4,41.084404,17.993931
2340,Carleton College,Private Non-profit,Other elite schools (public and private),Four-year,MN,5,48.023533,64.768387
3303,Carlow University,Private Non-profit,Selective private,Four-year,PA,1,20.866562,11.994018
3303,Carlow University,Private Non-profit,Selective private,Four-year,PA,2,20.030207,18.80558
3303,Carlow University,Private Non-profit,Selective private,Four-year,PA,3,19.384893,24.406874
3303,Carlow University,Private Non-profit,Selective private,Four-year,PA,4,20.881527,30.436949
3303,Carlow University,Private Non-profit,Selective private,Four-year,PA,5,33.314514,14.356571
3242,Carnegie Mellon University,Private Non-profit,Other elite schools (public and private),Four-year,PA,1,53.203964,4.1113148
3242,Carnegie Mellon University,Private Non-profit,Other elite schools (public and private),Four-year,PA,2,57.474899,6.3759456
3242,Carnegie Mellon University,Private Non-profit,Other elite schools (public and private),Four-year,PA,3,60.691792,10.588012
3242,Carnegie Mellon University,Private Non-profit,Other elite schools (public and private),Four-year,PA,4,65.40049,17.903904
3242,Carnegie Mellon University,Private Non-profit,Other elite schools (public and private),Four-year,PA,5,64.68232,61.020832
9748,Carrington College California,Private For-profit,Two-year for-profit,Two-year,CA,1,6.9643297,24.452606
9748,Carrington College California,Private For-profit,Two-year for-profit,Two-year,CA,2,8.6909933,23.059273
9748,Carrington College California,Private For-profit,Two-year for-profit,Two-year,CA,3,7.0074253,22.426392
9748,Carrington College California,Private For-profit,Two-year for-profit,Two-year,CA,4,9.7987204,19.82515
9748,Carrington College California,Private For-profit,Two-year for-profit,Two-year,CA,5,17.382725,10.236586
21006,"Carrington College of Mesa, AZ",Private For-profit,Two-year for-profit,Two-year,AZ,1,2.3623884,28.016748
21006,"Carrington College of Mesa, AZ",Private For-profit,Two-year for-profit,Two-year,AZ,2,2.8004909,30.743748
21006,"Carrington College of Mesa, AZ",Private For-profit,Two-year for-profit,Two-year,AZ,3,5.3206625,22.439034
21006,"Carrington College of Mesa, AZ",Private For-profit,Two-year for-profit,Two-year,AZ,4,10.140976,13.369836
21006,"Carrington College of Mesa, AZ",Private For-profit,Two-year for-profit,Two-year,AZ,5,20.131433,5.4306259
30425,"Carrington College of Spokane Valley, WA",Private For-profit,Two-year for-profit,Two-year,WA,1,5.2114019,25.930279
30425,"Carrington College of Spokane Valley, WA",Private For-profit,Two-year for-profit,Two-year,WA,2,5.2183995,22.096317
30425,"Carrington College of Spokane Valley, WA",Private For-profit,Two-year for-profit,Two-year,WA,3,5.4381247,27.490993
30425,"Carrington College of Spokane Valley, WA",Private For-profit,Two-year for-profit,Two-year,WA,4,9.2830505,16.180899
30425,"Carrington College of Spokane Valley, WA",Private For-profit,Two-year for-profit,Two-year,WA,5,0,8.3014936
2526,Carroll College,Private Non-profit,Selective private,Four-year,MT,1,35.451275,5.1360955
2526,Carroll College,Private Non-profit,Selective private,Four-year,MT,2,36.714371,12.489415
2526,Carroll College,Private Non-profit,Selective private,Four-year,MT,3,38.680996,20.099777
2526,Carroll College,Private Non-profit,Selective private,Four-year,MT,4,37.955387,28.378326
2526,Carroll College,Private Non-profit,Selective private,Four-year,MT,5,40.054981,33.896393
31007,Carroll Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,1,12.188573,4.8945756
31007,Carroll Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,2,20.482944,10.061576
31007,Carroll Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,3,24.266348,16.96117
31007,Carroll Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,4,25.368393,35.729237
31007,Carroll Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,5,22.679926,32.353451
3838,Carroll University,Private Non-profit,Selective private,Four-year,WI,1,20.873796,3.0722051
3838,Carroll University,Private Non-profit,Selective private,Four-year,WI,2,25.022184,10.085366
3838,Carroll University,Private Non-profit,Selective private,Four-year,WI,3,27.83688,17.404152
3838,Carroll University,Private Non-profit,Selective private,Four-year,WI,4,32.514122,33.599983
3838,Carroll University,Private Non-profit,Selective private,Four-year,WI,5,37.682961,35.838295
3481,Carson - Newman University,Private Non-profit,Selective private,Four-year,TN,1,16.182943,9.4424877
3481,Carson - Newman University,Private Non-profit,Selective private,Four-year,TN,2,19.300629,14.956882
3481,Carson - Newman University,Private Non-profit,Selective private,Four-year,TN,3,23.019413,19.862038
3481,Carson - Newman University,Private Non-profit,Selective private,Four-year,TN,4,22.185453,25.735521
3481,Carson - Newman University,Private Non-profit,Selective private,Four-year,TN,5,27.856407,30.003075
8081,Carteret Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1,2.85254,22.251684
8081,Carteret Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,2,5.7895756,23.23497
8081,Carteret Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,3,10.046891,25.444347
8081,Carteret Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,4,8.1119785,19.990294
8081,Carteret Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,5,15.033311,9.0787067
3839,Carthage College,Private Non-profit,Selective private,Four-year,WI,1,28.285673,3.6779425
3839,Carthage College,Private Non-profit,Selective private,Four-year,WI,2,26.261797,9.0390368
3839,Carthage College,Private Non-profit,Selective private,Four-year,WI,3,30.40933,15.242238
3839,Carthage College,Private Non-profit,Selective private,Four-year,WI,4,34.917747,29.606289
3839,Carthage College,Private Non-profit,Selective private,Four-year,WI,5,43.68306,42.434502
34835,Cascadia Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,1,16.718718,3.6046791
34835,Cascadia Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,2,26.310963,7.665359
34835,Cascadia Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,3,27.433708,17.955746
34835,Cascadia Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,4,27.020634,31.665861
34835,Cascadia Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,5,28.273825,39.10836
3024,Case Western Reserve University,Private Non-profit,Other elite schools (public and private),Four-year,OH,1,54.677315,3.2713771
3024,Case Western Reserve University,Private Non-profit,Other elite schools (public and private),Four-year,OH,2,56.891941,6.5086842
3024,Case Western Reserve University,Private Non-profit,Other elite schools (public and private),Four-year,OH,3,64.620438,13.811813
3024,Case Western Reserve University,Private Non-profit,Other elite schools (public and private),Four-year,OH,4,63.789154,22.673119
3024,Case Western Reserve University,Private Non-profit,Other elite schools (public and private),Four-year,OH,5,66.181885,53.735012
3928,Casper College,Public,Two-year (public and private not-for-profit),Two-year,WY,1,19.17425,10.919309
3928,Casper College,Public,Two-year (public and private not-for-profit),Two-year,WY,2,26.012707,18.361906
3928,Casper College,Public,Two-year (public and private not-for-profit),Two-year,WY,3,27.081263,25.979317
3928,Casper College,Public,Two-year (public and private not-for-profit),Two-year,WY,4,34.414047,29.325176
3928,Casper College,Public,Two-year (public and private not-for-profit),Two-year,WY,5,33.033634,15.414283
2914,Catawba College,Private Non-profit,Selective private,Four-year,NC,1,21.742613,5.7591319
2914,Catawba College,Private Non-profit,Selective private,Four-year,NC,2,23.350067,10.645448
2914,Catawba College,Private Non-profit,Selective private,Four-year,NC,3,13.747682,16.991085
2914,Catawba College,Private Non-profit,Selective private,Four-year,NC,4,22.003536,30.527252
